SurveyNumber	SubjectId	ChoiceSet	Route	Origin	OriginCityCode	OriginCityName	Destination	DestinationCityCode	DestinationCityName	DepartureDate	DepartureDay	DepartureTime	ReturnDate	ReturnDay	ReturnTime	Duration	FirstSearchDate	SearchDate	SearchDay	DaysFromDeparture	SideStepReturnCustomer	RouteGroup	OriginGMT	DestinationGMT	TimeZoneChanges	Direction	FlyingTime	LocalFlyingTime	Distance	BadOD	q01_OwnFlight	q02_TripPurpose	q03_WhoPays	q04_Reimbursed	q05_MostAttractive	q06_LeastAttractive	q07_CancelTrip	q08_OtherMode	q09_RoundTrips	q10_RoundTripsForOD	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	q17_Gender	q18_ZipCode	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	StopTime_1	StopTime_2	StopTime_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	FlyingTimeMins_1	FlyingTimeMins_2	FlyingTimeMins_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	TripTimeMins_1	TripTimeMins_2	TripTimeMins_3	Legroom_1	Legroom_2	Legroom_3	OneWayFare_1	OneWayFare_2	OneWayFare_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	WorstAlternative_1	WorstAlternative_2	WorstAlternative_3	TripPurpose	WhoIsPaying	Reimbursed
76281	2317	246	129	9	9	8	5	5	5	16417	6	2	16422	4	2	6	16378	16378	2	39	0	3	300	480	3	0	245	65	1742	0	1	2	1	2	1	3	2	99	15	-1	1	450	-1	4	3.5	6	1	1490	3	4	4	2	5	-1	-1	6	8	1	8	-1	1	8	10.5	7.5	10.5	630	450	630	0	2	3	11.5833	10.0833	13.5833	695	605	815	4.08333	4.58333	4.58333	245	275	275	4.08333	5.58333	6.08333	245	335	365	3	1	4	172	172	172	310	285	250	1	0	0	0	0	1	2	1	2
76288	2318	80	303	14	15	12	25	26	20	16380	4	2	-1	-1	6	-1	16378	16378	2	2	0	4	300	300	0	1	152	152	945	0	1	1	2	0	1	3	2	99	21	-1	1	1140	-1	1	3.5	3	2	1491	2	3	2	11	8	-1	-1	5	5	7	6	-1	7	2	13.5	18	15	810	1080	900	0	2	4	16.0333	22.0333	20.0333	962	1322	1202	2.53333	3.03333	3.03333	152	182	182	2.53333	4.03333	5.03333	152	242	302	2	3	1	98	98	98	155	140	140	1	0	0	0	0	1	1	2	0
76298	2319	169	304	32	26	24	2	2	2	16408	4	9	16413	2	23	6	16378	16378	2	30	0	4	300	480	3	0	348	168	2448	0	1	3	2	0	1	3	2	99	12	-1	2	-1	960	2	5	12	1	1492	2	9	8	4	3	-1	-1	5	8	8	5	-1	7	2	18	15	10.5	1080	900	630	0	2	2	20.8	19.3	14.8	1248	1158	888	5.8	6.3	6.3	348	378	378	5.8	7.3	7.3	348	438	438	4	3	3	233	233	233	335	350	405	1	0	0	0	0	1	3	2	0
76393	2320	174	122	51	51	40	16	16	13	16401	4	1	16403	6	1	3	16378	16378	2	23	0	3	300	480	3	0	315	135	2289	0	1	2	1	2	1	3	0	99	5	-1	1	-1	-1	1	6	8	2	1493	1	6	3	6	6	-1	-1	3	1	1	8	-1	1	8	16.5	9	12	990	540	720	0	4	2	18.75	13.75	15.75	1125	825	945	5.25	5.75	5.75	315	345	345	5.25	7.75	6.75	315	465	405	4	2	1	273	273	273	700	860	860	1	0	0	0	0	1	2	1	2
76406	2321	109	111	9	9	8	52	52	41	16483	2	0	16490	2	11	8	16378	16378	2	105	0	2	300	480	3	0	303	123	2166	0	1	2	1	2	1	3	1	4	99	-1	1	570	-1	1	5	10	1	1494	2	9	3	3	4	-1	-1	5	1	8	3	-1	5	7	18	16.5	9	1080	990	540	0	4	1	20.05	21.05	12.05	1203	1263	723	5.05	5.55	5.55	303	333	333	5.05	7.55	6.05	303	453	363	4	1	3	228	228	228	600	545	630	1	0	0	0	0	1	2	1	2
76407	2322	216	177	3	3	3	16	16	13	16423	5	1	16427	2	1	5	16378	16397	0	26	1	3	480	480	0	1	116	116	679	0	1	2	1	2	1	2	2	99	2	1	2	-1	780	1	2	1	1	1432	2	8	3	8	1	-1	-1	4	7	4	5	-1	1	5	9	15	15	540	900	900	0	3	2	10.9333	18.9333	18.4333	656	1136	1106	1.93333	2.43333	2.43333	116	146	146	1.93333	3.93333	3.43333	116	236	206	2	3	4	99	99	99	360	360	255	1	0	0	0	1	0	2	1	2
76453	2323	44	112	25	26	20	21	21	16	16399	2	2	16412	1	2	14	16378	16378	2	21	0	2	300	480	3	0	343	163	2428	0	1	2	1	2	2	3	2	99	4	-1	1	540	-1	2	3.5	10	1	498	2	7	4	6	1	-1	-1	2	7	5	1	-1	8	7	16.5	7.5	9	990	450	540	0	4	2	19.2167	12.7167	13.2167	1153	763	793	5.71667	6.21667	6.21667	343	373	373	5.71667	8.21667	7.21667	343	493	433	3	4	3	257	257	257	350	390	445	0	1	0	0	0	1	2	1	2
76465	2324	95	250	62	62	51	2	2	2	16407	3	1	16411	0	1	5	16378	16378	2	29	0	3	300	480	3	0	277	97	2047	0	1	2	1	2	1	3	1	1	4	-1	2	-1	420	1	3.5	6	1	1495	2	3	4	6	10	-1	-1	8	1	6	3	-1	7	6	15	15	7.5	900	900	450	0	2	3	16.6167	18.1167	11.1167	997	1087	667	4.61667	5.11667	5.11667	277	307	307	4.61667	6.11667	6.61667	277	367	397	1	2	1	176	176	176	530	400	375	1	0	0	0	0	1	2	1	2
76544	2325	175	185	0	0	0	5	5	5	16526	3	19	16529	6	11	4	16378	16378	2	148	0	3	300	480	3	0	334	154	2374	0	1	2	1	2	1	3	1	4	21	-1	1	1200	-1	2	5	10	2	830	2	7	1	4	4	-1	-1	1	1	5	5	-1	6	6	9	7.5	10.5	540	450	630	0	1	1	11.5667	11.0667	14.0667	694	664	844	5.56667	6.06667	6.06667	334	364	364	5.56667	6.56667	6.56667	334	394	394	4	2	1	158	158	158	455	405	500	1	0	0	0	0	1	2	1	2
76554	2326	37	22	31	31	23	5	5	5	16382	6	1	16384	1	1	3	16378	16378	2	4	0	1	300	480	3	0	314	134	2021	0	1	2	1	2	3	1	2	99	3	-1	2	-1	795	1	5	11	1	1496	2	6	3	5	7	-1	-1	3	7	5	7	-1	5	1	13.5	12	10.5	810	720	630	0	3	1	15.7333	16.2333	13.7333	944	974	824	5.23333	5.73333	5.73333	314	344	344	5.23333	7.23333	6.23333	314	434	374	2	4	2	131	131	131	330	365	315	0	0	1	1	0	0	2	1	2
76602	2327	113	32	2	2	2	29	29	21	16381	5	1	16386	3	1	6	16378	16378	2	3	0	1	480	300	-3	2	290	470	2322	0	1	1	3	0	1	2	2	99	4	-1	2	-1	645	1	5	10	2	415	5	3	8	2	4	-1	-1	7	8	6	6	-1	8	8	8	10	6	480	600	360	0	3	3	15.8333	19.8333	15.8333	950	1190	950	4.83333	5.33333	5.33333	290	320	320	4.83333	6.83333	6.83333	290	410	410	4	4	4	170	170	170	450	490	450	1	0	0	0	1	0	1	3	0
76638	2328	256	69	24	24	19	21	21	16	16383	0	1	-1	-1	6	-1	16378	16378	2	5	0	1	300	480	3	0	350	170	2363	0	1	2	1	2	2	3	2	99	5	-1	2	-1	780	3	5	8	1	1497	2	7	6	3	6	-1	-1	5	3	6	5	-1	7	1	10.5	9	15	630	540	900	0	1	1	13.3333	12.8333	18.8333	800	770	1130	5.83333	6.33333	6.33333	350	380	380	5.83333	6.83333	6.83333	350	410	410	2	1	4	228	228	228	460	435	460	0	1	0	0	0	1	2	1	2
76804	2329	192	14	16	16	13	3	3	3	16407	3	9	16410	6	9	4	16378	16378	2	29	0	1	480	480	0	1	118	118	669	0	1	2	1	2	1	3	2	99	8	-1	1	660	-1	3	3.5	14	1	471	2	8	4	3	7	-1	-1	6	3	6	2	-1	8	2	13.5	9	9	810	540	540	0	2	4	15.4667	12.4667	13.4667	928	748	808	1.96667	2.46667	2.46667	118	148	148	1.96667	3.46667	4.46667	118	208	268	4	4	4	99	99	99	300	260	285	1	0	0	0	0	1	2	1	2
76863	2330	203	120	2	2	2	16	16	13	16457	4	1	16459	6	1	3	16378	16378	2	79	0	3	480	480	0	1	60	60	337	0	1	2	1	2	2	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	6	5	1	-1	-1	7	1	1	7	-1	3	4	10.5	10.5	9	630	630	540	0	4	4	11.5	14	12.5	690	840	750	1	1.5	1.5	60	90	90	1	3.5	3.5	60	210	210	3	3	4	96	96	96	280	205	220	0	1	0	1	0	0	2	1	2
76867	2331	209	209	2	2	2	62	62	51	16423	5	0	-1	-1	6	-1	16378	16378	2	45	0	3	480	300	-3	2	257	437	2047	0	1	2	1	2	3	1	1	4	2	-1	1	630	-1	1	3.5	1	2	1498	6	6	6	9	3	-1	-1	7	7	2	4	-1	8	5	7	7	12	420	420	720	0	2	2	14.2833	15.7833	20.7833	857	947	1247	4.28333	4.78333	4.78333	257	287	287	4.28333	5.78333	5.78333	257	347	347	1	2	4	180	180	180	380	310	400	0	0	1	1	0	0	2	1	2
76892	2332	212	62	2	2	2	1	1	1	16400	3	1	16405	1	1	6	16378	16378	2	22	0	1	480	360	-2	2	279	399	2114	0	1	2	1	2	2	3	2	99	12	-1	1	420	-1	2	3.5	12	2	78	12	7	6	4	2	-1	-1	6	2	6	6	-1	2	7	11	10	9	660	600	540	0	4	3	17.65	19.15	17.65	1059	1149	1059	4.65	5.15	5.15	279	309	309	4.65	7.15	6.65	279	429	399	4	2	4	199	199	199	345	270	330	0	1	0	0	0	1	2	1	2
76913	2333	152	361	21	21	16	29	29	21	16390	0	1	16398	1	1	9	16378	16378	2	12	0	3	480	300	-3	2	300	480	2289	0	1	2	1	2	1	2	2	99	3	-1	2	-1	840	1	3.5	5	2	1499	2	7	4	1	2	-1	-1	7	5	3	5	-1	1	4	11	7	8	660	420	480	0	4	1	19	17.5	17	1140	1050	1020	5	5.5	5.5	300	330	330	5	7.5	6	300	450	360	4	1	3	137	137	137	310	395	330	1	0	0	0	1	0	2	1	2
76941	2334	67	166	16	16	13	2	2	2	16390	0	1	16394	4	1	5	16379	16379	3	11	0	3	480	480	0	1	60	60	337	0	1	2	1	2	3	2	2	99	2	-1	1	780	-1	2	5	7	2	1500	2	6	2	6	6	-1	-1	4	8	2	3	-1	6	2	10.5	7.5	7.5	630	450	450	0	1	4	11.5	9.5	11	690	570	660	1	1.5	1.5	60	90	90	1	2	3.5	60	120	210	1	3	3	97	97	97	235	225	175	0	0	1	0	1	0	2	1	2
76998	2335	27	200	35	35	27	72	72	61	16383	0	13	16386	3	40	4	16379	16379	3	4	0	3	300	300	0	1	173	173	1105	0	1	1	1	1	2	3	2	99	21	-1	1	1050	-1	1	5	14	2	1501	1	8	3	1	3	-1	-1	1	4	4	6	-1	6	8	12	16.5	10.5	720	990	630	0	2	4	14.8833	20.8833	15.8833	893	1253	953	2.88333	3.38333	3.38333	173	203	203	2.88333	4.38333	5.38333	173	263	323	4	4	4	115	115	115	320	245	260	0	1	0	0	0	1	1	1	1
77035	2336	47	132	22	22	17	2	2	2	16383	0	34	16416	5	41	34	16379	16379	3	4	0	3	420	480	1	0	125	65	860	0	1	2	1	2	2	1	1	4	3	-1	1	570	-1	5	3.5	10	2	314	2	6	6	7	6	-1	-1	1	5	4	3	-1	1	3	12	7.5	13.5	720	450	810	0	2	1	13.0833	10.0833	15.5833	785	605	935	2.08333	2.58333	2.58333	125	155	155	2.08333	3.58333	3.08333	125	215	185	2	3	4	174	174	174	550	470	470	0	1	0	1	0	0	2	1	2
77055	2337	179	362	60	60	49	25	26	20	16386	3	1	16389	6	1	4	16379	16404	0	-18	1	4	300	300	0	1	81	81	301	0	1	2	1	2	3	1	1	4	21	6	1	690	-1	2	5	99	1	1502	1	6	2	7	4	-1	-1	6	3	3	8	-1	2	2	7.5	7.5	9	450	450	540	0	4	2	8.85	11.35	11.85	531	681	711	1.35	1.85	1.85	81	111	111	1.35	3.85	2.85	81	231	171	2	1	4	71	71	71	165	165	145	0	0	1	1	0	0	2	1	2
77089	2338	20	130	22	22	17	5	5	5	16394	4	1	16396	6	11	3	16379	16379	3	15	0	3	420	480	1	0	105	45	627	0	1	2	1	2	2	1	2	99	21	-1	0	-1	-1	1	99	99	99	13	99	99	2	7	4	-1	-1	6	7	8	7	-1	4	8	10.5	16.5	12	630	990	720	0	2	3	11.25	18.75	14.75	675	1125	885	1.75	2.25	2.25	105	135	135	1.75	3.25	3.75	105	195	225	1	2	1	124	124	124	330	375	360	0	1	0	1	0	0	2	1	2
77117	2339	88	188	29	29	21	21	21	16	16470	3	1	16475	1	1	6	16379	16379	3	91	0	3	300	480	3	0	316	136	2289	0	1	2	1	2	1	3	2	99	20	-1	1	630	-1	2	3.5	9	2	240	2	7	1	7	6	-1	-1	10	1	4	7	-1	8	3	13.5	18	15	810	1080	900	0	1	2	15.7667	21.2667	18.7667	946	1276	1126	5.26667	5.76667	5.76667	316	346	346	5.26667	6.26667	6.76667	316	376	406	4	1	3	135	135	135	305	390	375	1	0	0	0	0	1	2	1	2
77184	2340	87	128	21	21	16	5	5	5	16381	5	1	16382	6	1	2	16379	16379	3	2	0	3	480	480	0	1	61	61	258	0	1	2	1	2	3	2	2	99	21	-1	1	1200	-1	2	5	14	1	333	1	7	4	1	4	-1	-1	1	2	1	4	-1	4	1	16.5	13.5	18	990	810	1080	0	2	4	17.5167	16.0167	21.5167	1051	961	1291	1.01667	1.51667	1.51667	61	91	91	1.01667	2.51667	3.51667	61	151	211	2	3	1	60	60	60	110	80	90	0	0	1	0	1	0	2	1	2
77189	2341	50	175	24	24	19	2	2	2	16429	4	1	16449	3	40	21	16379	16379	3	50	0	3	300	480	3	0	320	140	2395	0	1	2	1	2	1	2	2	99	10	-1	2	-1	1020	1	2	6	2	235	2	6	5	2	4	-1	-1	5	1	4	1	-1	5	2	16.5	15	12	990	900	720	0	2	1	18.8333	18.8333	15.3333	1130	1130	920	5.33333	5.83333	5.83333	320	350	350	5.33333	6.83333	6.33333	320	410	380	1	1	2	226	226	226	340	360	310	1	0	0	0	1	0	2	1	2
77193	2342	145	363	6	7	6	47	47	38	16386	3	11	16389	6	11	4	16379	16379	3	7	0	4	300	360	1	0	175	115	1092	0	1	2	1	2	1	3	1	4	4	-1	2	-1	1080	1	3.5	6	1	1503	12	6	11	3	1	-1	-1	11	1	8	6	-1	2	3	7.5	16.5	15	450	990	900	0	3	4	9.41667	20.4167	19.4167	565	1225	1165	2.91667	3.41667	3.41667	175	205	205	2.91667	4.91667	5.41667	175	295	325	2	4	3	134	134	134	230	285	285	1	0	0	0	0	1	2	1	2
77227	2343	135	185	0	0	0	5	5	5	16445	6	25	16449	3	25	5	16379	16379	3	66	0	3	300	480	3	0	334	154	2374	0	1	2	3	0	1	3	1	99	2	-1	2	-1	810	2	7	99	1	1340	6	3	4	10	5	-1	-1	1	7	2	7	-1	7	4	12	9	18	720	540	1080	0	1	3	14.5667	12.5667	22.5667	874	754	1354	5.56667	6.06667	6.06667	334	364	364	5.56667	6.56667	7.56667	334	394	454	3	3	4	158	158	158	340	455	415	1	0	0	0	0	1	2	3	0
77235	2344	31	64	3	3	3	6	7	6	16447	1	1	16461	1	1	15	16379	16379	3	68	0	1	480	300	-3	2	250	430	1931	0	1	4	1	2	1	3	2	99	5	-1	2	-1	945	1	6	9	2	525	5	3	4	7	7	-1	-1	3	5	4	6	-1	4	7	7	6	6	420	360	360	0	1	4	14.1667	14.1667	15.6667	850	850	940	4.16667	4.66667	4.66667	250	280	280	4.16667	5.16667	6.66667	250	310	400	4	2	4	194	194	194	250	295	350	1	0	0	0	0	1	4	1	2
77291	2345	105	13	24	24	19	14	15	12	16458	5	19	16462	2	19	5	16379	16379	3	79	0	1	300	300	0	1	151	151	857	0	1	1	2	0	1	3	2	99	12	-1	2	-1	1245	1	5	12	1	1504	2	3	1	3	5	-1	-1	4	5	7	2	-1	5	7	15	15	10.5	900	900	630	0	2	2	17.5167	19.0167	14.5167	1051	1141	871	2.51667	3.01667	3.01667	151	181	181	2.51667	4.01667	4.01667	151	241	241	1	2	4	111	111	111	245	260	225	1	0	0	0	0	1	1	2	0
77350	2346	143	180	47	47	38	5	5	5	16406	2	1	16407	3	1	2	16379	16379	3	27	0	3	360	480	2	0	175	55	1232	0	1	4	1	2	2	3	2	99	3	-1	1	540	-1	1	3.5	2	1	18	2	6	3	6	5	-1	-1	1	3	8	2	-1	2	5	12	12	7.5	720	720	450	0	4	2	12.9167	15.4167	9.91667	775	925	595	2.91667	3.41667	3.41667	175	205	205	2.91667	5.41667	4.41667	175	325	265	1	3	2	107	107	107	285	270	325	0	1	0	0	0	1	4	1	2
77370	2347	153	172	67	67	56	29	29	21	16391	1	1	16392	2	1	2	16379	16379	3	12	0	3	300	300	0	1	91	91	376	0	1	1	2	0	1	3	2	99	18	-1	2	-1	570	1	6	99	1	1505	1	7	2	4	6	-1	-1	2	7	1	5	-1	2	7	12	9	9	720	540	540	0	2	4	13.5167	12.0167	13.0167	811	721	781	1.51667	2.01667	2.01667	91	121	121	1.51667	3.01667	4.01667	91	181	241	1	1	3	57	57	57	150	190	175	1	0	0	0	0	1	1	2	0
77391	2348	217	297	19	20	15	9	9	8	16428	3	9	16431	6	9	4	16379	16397	0	31	1	4	360	300	-1	2	119	179	607	0	1	2	1	2	1	3	2	99	3	99	1	570	-1	1	5	5	1	1506	6	3	10	10	2	-1	-1	5	1	7	7	-1	1	1	9	7.5	7.5	540	450	450	0	2	2	11.9833	11.9833	11.9833	719	719	719	1.98333	2.48333	2.48333	119	149	149	1.98333	3.48333	3.48333	119	209	209	2	4	2	157	157	157	375	475	395	1	0	0	0	0	1	2	1	2
77404	2349	137	95	16	16	13	29	29	21	16406	2	1	16409	5	0	4	16379	16379	3	27	0	2	480	300	-3	2	309	489	2451	0	1	2	1	0	2	1	1	4	5	-1	2	-1	960	2	6	99	99	1507	5	6	5	8	4	-1	-1	1	4	6	4	-1	3	7	13	10	12	780	600	720	0	1	1	21.15	19.15	21.15	1269	1149	1269	5.15	5.65	5.65	309	339	339	5.15	6.15	6.15	309	369	369	1	3	2	271	271	271	715	680	680	0	1	0	1	0	0	2	1	0
77412	2350	130	89	17	18	14	16	16	13	16387	4	1	16389	6	1	3	16379	16379	3	8	0	2	300	480	3	0	343	163	2436	0	1	2	1	2	3	2	0	99	11	-1	1	1020	-1	1	3.5	6	1	57	2	6	3	9	9	-1	-1	7	1	7	4	-1	4	2	12	7.5	13.5	720	450	810	0	1	3	14.7167	11.2167	18.2167	883	673	1093	5.71667	6.21667	6.21667	343	373	373	5.71667	6.71667	7.71667	343	403	463	4	1	2	271	271	271	490	600	625	0	0	1	0	1	0	2	1	2
77439	2351	116	152	21	21	16	13	13	11	16665	2	1	-1	-1	6	-1	16379	16379	3	286	0	3	480	360	-2	2	200	320	1529	0	1	2	1	2	1	2	2	99	5	-1	1	450	-1	5	3.5	14	2	910	2	7	7	6	10	-1	-1	1	8	4	8	-1	2	1	11	11	10	660	660	600	0	3	1	16.3333	18.3333	16.3333	980	1100	980	3.33333	3.83333	3.83333	200	230	230	3.33333	5.33333	4.33333	200	320	260	4	3	3	162	162	162	210	295	280	1	0	0	0	1	0	2	1	2
77506	2352	135	159	30	30	22	2	2	2	16384	1	19	16389	6	1	6	16379	16379	3	5	0	3	300	480	3	0	287	107	1990	0	1	1	2	0	3	1	2	99	6	-1	1	1140	-1	1	6	7	1	1508	4	7	4	10	5	-1	-1	1	7	2	7	-1	7	4	12	9	18	720	540	1080	0	1	3	13.7833	11.7833	21.7833	827	707	1307	4.78333	5.28333	5.28333	287	317	317	4.78333	5.78333	6.78333	287	347	407	3	3	4	133	133	133	285	385	350	0	0	1	1	0	0	1	2	0
77512	2353	142	190	16	16	13	37	37	29	16426	1	1	16436	4	1	11	16379	16379	3	47	0	3	480	300	-3	2	327	507	2578	0	1	4	1	1	1	3	1	4	15	-1	1	420	-1	3	3.5	9	1	1509	2	7	5	6	7	-1	-1	11	8	2	6	-1	3	1	10	6	10	600	360	600	0	2	1	18.45	15.95	19.45	1107	957	1167	5.45	5.95	5.95	327	357	357	5.45	6.95	6.45	327	417	387	3	2	3	198	198	198	495	425	595	1	0	0	0	0	1	4	1	1
77606	2354	49	152	21	21	16	13	13	11	16406	2	26	16408	4	1	3	16379	16379	3	27	0	3	480	360	-2	2	200	320	1529	0	1	1	2	0	2	3	2	99	9	-1	1	540	-1	1	3.5	14	1	491	1	7	6	3	5	-1	-1	3	1	7	1	-1	6	7	14	10	14	840	600	840	0	1	1	19.3333	16.3333	20.3333	1160	980	1220	3.33333	3.83333	3.83333	200	230	230	3.33333	4.33333	4.33333	200	260	260	3	4	3	162	162	162	295	220	210	0	1	0	0	0	1	1	2	0
77625	2355	99	248	12	12	10	52	52	41	16428	3	1	16433	1	1	6	16379	16404	0	24	1	3	360	480	2	0	223	103	1613	0	1	2	1	2	1	3	1	4	10	4	1	1110	-1	1	3	10	1	1011	1	7	7	5	4	-1	-1	6	8	2	2	-1	1	3	15	12	18	900	720	1080	0	2	3	16.7167	15.2167	21.7167	1003	913	1303	3.71667	4.21667	4.21667	223	253	253	3.71667	5.21667	5.71667	223	313	343	4	3	2	212	212	212	605	670	700	1	0	0	0	0	1	2	1	2
77628	2356	168	320	14	15	12	50	26	20	16404	0	3	16404	0	9	1	16379	16379	3	25	0	4	300	300	0	1	152	152	951	0	1	1	2	0	2	3	2	99	21	-1	2	-1	600	1	7	14	1	13	1	3	2	5	7	-1	-1	4	4	7	5	-1	8	6	15	10.5	13.5	900	630	810	0	2	3	17.5333	14.5333	18.0333	1052	872	1082	2.53333	3.03333	3.03333	152	182	182	2.53333	4.03333	4.53333	152	242	272	3	1	4	98	98	98	155	150	150	0	1	0	0	0	1	1	2	0
77634	2357	33	129	9	9	8	5	5	5	16409	5	1	16412	1	1	4	16379	16379	3	30	0	3	300	480	3	0	245	65	1742	0	1	2	1	2	3	1	1	4	3	-1	2	-1	660	2	5	1	1	306	2	6	4	11	6	-1	-1	1	1	8	2	-1	8	1	9	13.5	10.5	540	810	630	0	3	2	10.0833	16.5833	13.0833	605	995	785	4.08333	4.58333	4.58333	245	275	275	4.08333	6.08333	5.58333	245	365	335	1	1	2	172	172	172	300	220	235	0	0	1	1	0	0	2	1	2
77702	2358	28	61	27	20	15	5	5	5	16434	2	1	-1	-1	6	-1	16379	16379	3	55	0	1	360	480	2	0	229	109	1523	0	1	2	1	2	3	2	1	1	3	-1	1	660	-1	1	5	6	99	652	2	8	7	6	11	-1	-1	1	5	6	7	-1	4	6	18	12	9	1080	720	540	0	1	4	19.8167	14.8167	13.3167	1189	889	799	3.81667	4.31667	4.31667	229	259	259	3.81667	4.81667	6.31667	229	289	379	3	4	2	105	105	105	350	365	315	0	0	1	0	1	0	2	1	2
77736	2359	23	357	35	35	27	50	26	20	16386	3	1	16389	6	1	4	16379	16379	3	7	0	4	300	300	0	1	159	159	1012	0	1	2	1	2	1	2	0	99	7	-1	2	-1	930	2	2	7	2	1388	5	6	5	8	2	-1	-1	6	5	7	3	-1	8	1	10.5	18	9	630	1080	540	0	1	1	13.15	21.65	12.65	789	1299	759	2.65	3.15	3.15	159	189	189	2.65	3.65	3.65	159	219	219	4	2	1	105	105	105	270	335	270	1	0	0	0	1	0	2	1	2
77760	2360	158	199	52	52	41	62	62	51	16428	3	1	16432	0	1	5	16379	16379	3	49	0	3	480	300	-3	2	267	447	2039	0	1	2	1	2	1	2	1	4	21	-1	2	-1	840	1	3.5	4	2	1510	6	6	7	4	1	-1	-1	3	6	7	6	-1	7	2	11	12	7	660	720	420	0	4	1	18.45	21.95	15.45	1107	1317	927	4.45	4.95	4.95	267	297	297	4.45	6.95	5.45	267	417	327	1	4	4	180	180	180	540	650	570	1	0	0	0	1	0	2	1	2
77777	2361	160	236	47	47	38	40	40	32	16446	0	1	16452	6	1	7	16379	16379	3	67	0	3	360	360	0	1	55	55	302	0	1	2	1	2	3	2	2	99	20	-1	2	-1	1080	1	6	7	2	1511	2	7	1	3	6	-1	-1	7	2	4	7	-1	2	6	16.5	7.5	18	990	450	1080	0	4	3	17.4167	10.9167	20.9167	1045	655	1255	0.916667	1.41667	1.41667	55	85	85	0.916667	3.41667	2.91667	55	205	175	3	4	2	78	78	78	250	200	225	0	0	1	0	1	0	2	1	2
77785	2362	52	175	24	24	19	2	2	2	16427	2	11	16434	2	1	8	16379	16379	3	48	0	3	300	480	3	0	320	140	2395	0	1	2	1	2	1	3	2	99	4	-1	1	600	-1	2	3.5	8	2	945	3	6	5	5	6	-1	-1	11	4	7	2	-1	7	8	16.5	10.5	7.5	990	630	450	0	1	2	18.8333	13.8333	11.3333	1130	830	680	5.33333	5.83333	5.83333	320	350	350	5.33333	6.33333	6.83333	320	380	410	1	4	4	226	226	226	580	615	780	1	0	0	0	0	1	2	1	2
77804	2363	212	354	22	22	17	50	26	20	16398	1	1	-1	-1	6	-1	16379	16379	3	19	0	4	420	300	-2	2	221	341	1615	0	1	1	2	0	1	2	1	4	10	-1	2	-1	975	1	3.5	13	1	1512	1	6	6	4	2	-1	-1	6	2	6	6	-1	2	7	11	10	9	660	600	540	0	4	3	16.6833	18.1833	16.6833	1001	1091	1001	3.68333	4.18333	4.18333	221	251	251	3.68333	6.18333	5.68333	221	371	341	4	2	4	196	196	196	340	265	325	1	0	0	0	1	0	1	2	0
77811	2364	95	212	57	57	46	9	9	8	16397	0	1	-1	-1	6	-1	16379	16379	3	18	0	3	300	300	0	1	100	100	526	0	1	3	1	2	1	3	1	2	1	-1	1	600	-1	1	2	1	2	1513	5	3	4	6	10	-1	-1	8	1	6	3	-1	7	6	15	15	7.5	900	900	450	0	2	3	16.6667	18.1667	11.1667	1000	1090	670	1.66667	2.16667	2.16667	100	130	130	1.66667	3.16667	3.66667	100	190	220	1	2	1	83	83	83	250	190	180	1	0	0	0	0	1	3	1	2
77880	2365	222	118	36	36	28	3	3	3	16409	5	1	16418	0	1	10	16379	16379	3	30	0	2	300	480	3	0	370	190	2719	0	1	1	2	0	1	2	2	99	21	-1	2	-1	960	1	5	14	1	550	4	6	2	4	6	-1	-1	2	3	2	3	-1	4	4	12	14	10	720	840	600	0	4	1	15.1667	19.6667	14.1667	910	1180	850	6.16667	6.66667	6.66667	370	400	400	6.16667	8.66667	7.16667	370	520	430	2	2	2	217	217	217	360	280	375	1	0	0	0	1	0	1	2	0
77883	2366	243	50	6	7	6	21	21	16	16508	6	0	16511	2	0	4	16379	16379	3	129	0	1	300	480	3	0	293	113	1967	0	1	1	2	0	1	2	2	99	4	-1	2	-1	780	1	5	99	1	1514	2	8	6	2	3	-1	-1	6	8	1	1	-1	4	6	13.5	7.5	12	810	450	720	0	1	2	15.3833	10.3833	15.3833	923	623	923	4.88333	5.38333	5.38333	293	323	323	4.88333	5.88333	6.38333	293	353	383	1	4	4	178	178	178	535	645	455	1	0	0	0	1	0	1	2	0
